Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
Shea Langeliers ,23,3,1,3,0,0.23,0.298,5,1,0,2,4,0.423,0.721,0.01,0.01,0.0,8246,OAK 
Ryan McBroom ,23,3,1,3,0,0.229,0.289,5,1,0,2,7,0.385,0.674,0.0,0.0,0.0,9980,"1B,DH,RF) FA "
Hunter Owen ,23,3,1,3,0,0.217,0.273,5,1,0,2,9,0.353,0.626,0.0,0.0,0.0,44235,PIT 
Phillip Evans ,37,4,1,3,0,0.219,0.296,8,2,0,4,5,0.0,0.0,0.0,0.0,0.0,6750,NYY 
Rob Brantly ,19,2,1,2,0,0.239,0.301,5,1,0,2,4,0.305,0.606,0.0,0.0,0.0,4588,NYY 
Brian Miller ,25,3,0,2,1,0.226,0.275,6,1,0,2,5,0.318,0.593,0.0,0.0,0.0,7298,MIA 
Joe McCarthy ,18,3,1,2,0,0.229,0.308,4,1,0,2,5,0.457,0.765,0.0,0.0,0.0,7378,"LF,RF) FA "
Grayson Greiner ,28,3,1,3,0,0.206,0.272,6,1,0,3,9,0.386,0.658,0.0,0.0,0.0,6697,ARI 
JJ Bleday ,28,3,1,3,0,0.213,0.309,6,2,0,4,5,0.363,0.672,0.01,0.01,0.0,24863,MIA 
Kean Wong ,19,2,0,2,1,0.237,0.293,5,1,0,2,2,0.222,0.515,0.0,0.0,0.0,7366,LAA 
Donovan Walton ,22,3,1,2,0,0.242,0.311,5,1,0,2,4,0.378,0.69,0.0,0.0,0.0,10091,SF 
Andrew Young ,16,2,1,2,0,0.222,0.272,4,1,0,1,4,0.452,0.724,0.0,0.0,0.0,8184,WSH 
Jack Lopez ,32,3,0,3,1,0.227,0.266,7,2,0,2,5,0.32,0.586,0.0,0.0,0.0,7534,DET 
Ender Inciarte ,26,3,0,2,1,0.233,0.298,6,1,0,2,5,0.284,0.582,0.0,0.0,0.0,5309,NYY 
Nick Plummer ,19,3,1,2,0,0.221,0.314,4,1,0,3,5,0.345,0.659,0.0,0.0,0.0,6043,NYM 
Dillon Thomas ,19,3,1,2,0,0.211,0.262,4,1,0,1,5,0.267,0.529,0.0,0.0,0.0,10018,LAA 
Pat Valaika ,33,3,1,3,0,0.214,0.26,7,1,0,2,5,0.182,0.441,0.0,0.0,0.0,6504,ATL 
Ali Sanchez ,32,3,0,3,0,0.241,0.291,8,1,0,2,7,0.302,0.593,0.0,0.0,0.0,8389,STL 
Anderson Tejeda ,34,3,1,3,1,0.18,0.239,6,1,0,3,3,0.325,0.564,0.0,0.0,0.0,39262,3B) FA 
Robel Garcia ,17,2,1,2,0,0.212,0.278,4,1,0,2,6,0.421,0.699,0.0,0.0,0.0,23158,CHC 
Yasel Antuna ,26,3,1,3,0,0.208,0.273,5,2,0,2,6,0.318,0.592,0.0,0.0,0.0,7007,WSH 
Brett Cumberland ,26,3,1,3,0,0.197,0.278,5,1,0,3,10,0.345,0.622,0.0,0.0,0.0,7896,BAL 
Sebastian Rivero ,25,3,0,3,0,0.231,0.28,6,1,0,2,7,0.316,0.595,0.0,0.0,0.0,10030,KC 
Jose Lobaton ,30,3,1,3,0,0.185,0.258,6,1,0,3,9,0.351,0.61,0.0,0.0,0.0,4086,C) FA 
Albert Almora Jr. ,19,3,0,2,0,0.26,0.302,5,1,0,1,4,0.372,0.675,0.0,0.0,0.0,4668,CIN 
Stuart Fairchild ,24,3,1,2,0,0.233,0.296,5,1,0,2,5,0.383,0.679,0.0,0.0,0.0,43929,SF 
Mark Vientos ,14,2,1,2,0,0.222,0.273,3,1,0,1,3,0.386,0.658,0.0,0.0,0.0,6940,NYM 
Ryan Kreidler ,18,2,1,2,0,0.239,0.304,4,1,0,2,5,0.376,0.68,0.0,0.0,0.0,44371,DET 
Webster Rivas ,22,2,1,2,0,0.225,0.281,5,1,0,2,5,0.326,0.607,0.0,0.0,0.0,7852,SD 
P.J. Higgins ,26,3,0,3,0,0.214,0.283,6,1,0,3,4,0.312,0.594,0.0,0.0,0.0,8502,CHC 
Scott Schebler ,21,3,1,2,0,0.206,0.265,4,1,0,2,6,0.471,0.735,0.0,0.0,0.0,5114,COL 
Jamie Ritchie ,20,3,0,2,0,0.242,0.321,5,1,0,2,4,0.298,0.619,0.0,0.0,0.0,7632,PIT 
Ryan Dorow ,25,3,1,2,0,0.218,0.276,5,1,0,2,7,0.381,0.657,0.0,0.0,0.0,8605,TEX 
Adrian Sanchez ,24,3,0,2,0,0.242,0.275,6,1,0,1,1,0.308,0.583,0.0,0.0,0.0,7233,WSH 
Mike Ford ,19,2,1,2,0,0.184,0.262,4,1,0,2,3,0.182,0.444,0.0,0.0,0.0,7365,SEA 
Greg Deichmann ,19,2,1,2,0,0.221,0.292,4,1,0,2,5,0.358,0.65,0.0,0.0,0.0,10040,CHC 
Chadwick Tromp ,19,2,1,2,0,0.204,0.242,4,1,0,1,5,0.322,0.563,0.0,0.0,0.0,43989,ATL 
Gerardo Parra ,29,3,0,4,0,0.219,0.278,6,2,0,2,4,0.286,0.564,0.0,0.0,0.0,3378,LF) RET 
Drew Butera ,32,3,1,3,0,0.19,0.253,6,1,0,3,11,0.273,0.526,0.0,0.0,0.0,3306,C) FA 
Kevin Padlo ,16,2,1,2,0,0.193,0.273,3,1,0,2,5,0.351,0.623,0.0,0.0,0.0,5987,SF 
Nick Martini ,15,2,0,2,0,0.242,0.326,4,1,0,2,4,0.347,0.673,0.0,0.0,0.0,7342,"LF,RF) FA "
Tony Wolters ,28,3,0,3,0,0.215,0.288,6,1,0,3,8,0.284,0.571,0.0,0.0,0.0,5596,LAD 
Buddy Reed ,17,2,0,2,1,0.186,0.25,3,1,0,1,4,0.24,0.49,0.0,0.0,0.0,8458,"LF,CF) FA "
Ryan Goins ,19,3,0,2,0,0.211,0.268,4,1,0,2,7,0.237,0.505,0.0,0.0,0.0,5252,ATL 
Travis Blankenhorn ,13,2,0,2,0,0.222,0.276,3,0,0,1,3,0.304,0.58,0.0,0.0,0.0,39166,NYM 
Simon Muzziotti ,18,2,0,2,0,0.236,0.291,4,1,0,1,4,0.342,0.633,0.0,0.0,0.0,44070,PHI 
Donny Sands ,18,2,0,2,0,0.23,0.296,4,1,0,2,4,0.366,0.661,0.0,0.0,0.0,44944,PHI 
Pete Kozma ,32,3,0,2,0,0.202,0.254,7,1,0,2,7,0.237,0.491,0.0,0.0,0.0,4389,SS) FA 
Clay Dungan ,12,2,0,1,0,0.262,0.291,3,0,0,0,2,0.303,0.594,0.0,0.0,0.0,44161,KC 
Jonathan Davis ,21,3,0,2,0,0.199,0.273,4,1,0,2,5,0.301,0.574,0.0,0.0,0.0,7638,MIL 
Esteban Quiroz ,15,2,0,2,0,0.231,0.314,3,1,0,2,4,0.345,0.659,0.0,0.0,0.0,7339,CHC 
Tim Lopes ,10,2,0,1,0,0.243,0.277,2,0,0,0,1,0.288,0.565,0.0,0.0,0.0,6511,COL 
Tyler Payne ,20,2,0,2,0,0.2,0.256,4,1,0,2,3,0.182,0.438,0.0,0.0,0.0,44248,CHC 
Taylor Davis ,24,2,0,2,0,0.206,0.274,5,1,0,2,4,0.25,0.524,0.0,0.0,0.0,6249,PIT 
Yolbert Sanchez ,12,1,0,1,0,0.249,0.284,3,0,0,1,2,0.346,0.631,0.0,0.0,0.0,8508,"2B,SS) MiLB "
Ivan Castillo ,12,1,0,1,0,0.255,0.271,3,0,0,0,1,0.308,0.579,0.0,0.0,0.0,43630,KC 
Nick Ciuffo ,17,2,0,2,0,0.182,0.239,3,1,0,1,4,0.216,0.456,0.0,0.0,0.0,4954,CWS 
Miles Mastrobuoni ,5,1,0,1,0,0.256,0.362,1,0,0,1,1,0.36,0.722,0.0,0.0,0.0,8608,TB 
Jhonny Pereda ,9,1,0,1,0,0.269,0.345,2,0,0,1,2,0.318,0.663,0.0,0.0,0.0,43764,SF 
Scott Hurst ,20,2,0,1,0,0.175,0.233,4,1,0,2,4,0.182,0.414,0.0,0.0,0.0,9224,STL 
Kyle Stowers ,10,1,0,1,0,0.229,0.293,2,0,0,1,4,0.463,0.756,0.0,0.0,0.0,22314,BAL 
Logan Warmoth ,10,1,0,1,0,0.189,0.28,2,0,0,1,4,0.279,0.559,0.0,0.0,0.0,7173,TOR 
Alex De Goti ,14,1,0,1,0,0.204,0.275,3,1,0,1,3,0.281,0.556,0.0,0.0,0.0,8433,HOU 
Tyler White ,7,1,0,1,0,0.215,0.331,1,0,0,1,2,0.3,0.631,0.0,0.0,0.0,6232,MIL 
Meibrys Viloria ,11,1,0,1,0,0.219,0.286,2,0,0,1,4,0.219,0.504,0.0,0.0,0.0,6945,TEX 
Shohei Ohtani ,526,100,38,93,22,0.259,0.359,136,26,5,82,172,0.547,0.906,0.0,0.0,0.0,7812,LAA 
